Username,Text Tweet,Sentiment
telucareer,"Surat Lamaran Kerja, CV, Ijazah, Transkip Nilai, KTP, dan Sertifikat pendukung lainnya  #jobvacancy #lowonganterbaru #loker #lowongan2021 #lowongankerja #infoloker #internship #jobfair #loker2021 #telucae #telkomuniversity",0
telucareer,"[FULL TIME] PT Kaltim Medika Utama - RSPKT Group  Posisi : Staf IT Programmer  Kirimkan berkas lamaran via email ke sdm@kmu.co.id subjek : ""LAMARAN KERJA PROGRAMMER PT KMU (RSPKT GROUP)"" paling lambat Jumat, 27 Agustus 2021  Berkas lamaran melampirkan surat : Surat Lamaran Kerja  https://t.co/fIzivqrQH1",0
telucareer,#telkomuniversity #telucae,-1
telucareer,"Dirgahayu Republik Indonesia ke-76.  Kemerdekaan tak ditujukan untuk orang-orang yang berhenti berjuang. Kemerdekaan adalah untuk mereka yang pantang menyerah menggapai cita. Indonesia Tangguh, Indonesia Tumbuh!  #DirgahayuIndonesia76 #indonesia #hutri76 #independenceday  https://t.co/mLzk0S5TVL",0
telucareer,[LOWONGAN KERJA] List perusahaan yang sedang mencari : ⤵️ 🔸 OS Selnajaya 🔸 Infonet Global Tech  Apply :  https://t.co/Vnh8Xkb8rR  #jobvacancy #lowonganterbaru #loker #lowongan2021 #lowongankerja #infoloker #lowonganmagang #internship #jobfair #lowongankerjabandung  https://t.co/LfaqF5BeFT,0
telucareer,"terbatasnya kuota kami utamakan sesuai target yaitu untuk mahasiswa, fresh graduate dan professional dengan pengalaman kurang dari 4 tahun)*. Semoga yang sedikit ini membawa manfaat bersama..  *Kegiatan ini free tanpa biaya.   #5gindonesia #NETCO",0
telucareer,"5G Readiness, tema yang kembali kami angkat dalam rangka Grand Opening NETCO IDN  Batch-2 ini, karena Indonesia siap dan begitu juga dengan generasi-generasi selanjutnya. #IndonesiaTangguh #IndonesiaTumbuh.   Silahkan pendaftaran di  https://t.co/ZD5wrbHaZ6 (mohon maaf karena  https://t.co/3mpupXPhKQ",0
telucareer,"Teknik Elektro, tunggu apa lagi, yuk ikutan Tracer Study Fun Games sekarang!  Jika ada pertanyaan seputar teknis pengisian, jangan ragu untuk menghubungi kami : 085265286907 (indra) / 085320084909 (Paldi)  Follow dan kunjungi media sosial Tel-U Career lainnya!",1
telucareer,TRACER STUDY FUN GAMES!!🥳  Halo TelUTizen Alumni Fakultas Teknik Elektro lulusan 2019 &amp; 2020! Ini saatnya untuk bantu Prodi kamu bisa lebih unggul dengan mengisi Tracer Study dan dapatkan hadiahnya!  Ikuti Tracer Study Fun Games secara online via  https://t.co/0BLYLerCSc dengan  https://t.co/skH0yCw33o,1
telucareer,Career lainnya! Twitter: @TelUCareer Facebook: Tel-U Career Instagram: @tel_u_career Website:  https://t.co/Vnh8Xkb8rR  #tracerstudy #tracerstudyfungames #telkomuniversity #telucae,0
telucareer,"lulusan Program D3, S1 dan S2 tahun 2019 &amp; 2020! tunggu apa lagi, yuk ikutan Tracer Study Fun Games sekarang!  Jika ada pertanyaan seputar teknis pengisian, jangan ragu untuk menghubungi kami : 085265286907 (indra) / 085320084909 (Paldi)  Follow dan kunjungi media sosial Tel-U",1
telucareer,"TRACER STUDY FUN GAMES!!🥳  Halo TelUTizen Alumni lulusan Program D3, S1 dan S2 tahun 2019 &amp; 2020! Ini saatnya untuk bantu Prodi kamu bisa lebih unggul dengan mengisi Tracer Study dan dapatkan hadiahnya!  Ikuti Tracer Study Fun Games secara online via  https://t.co/0BLYLerCSc  https://t.co/eSGXhgDnso",0
telucareer,"Fakultas Ilmu Terapan, tunggu apa lagi, yuk ikutan Tracer Study Fun Games sekarang!  Jika ada pertanyaan seputar teknis pengisian, jangan ragu untuk menghubungi kami : 085265286907 (indra) / 085320084909 (Paldi)  Follow dan kunjungi media sosial Tel-U Career lainnya!",1
telucareer,"Rules Game yang sangat mudah, dan ajak teman-teman kamu biar lebih seru✨  Jangan lewatkan kesempatan untuk memenangkan Smartphone terkini, Mi band keren, Saldo LinkAja, Voucher MAP, Headset dan hadiah hiburan yang kamu banget!  Hadiah ini tersedia khusus untuk Alumni",1
telucareer,TRACER STUDY FUN GAMES!!🥳  Halo TelUTizen Alumni Fakultas Ilmu Terapan lulusan 2019 &amp; 2020! Ini saatnya untuk bantu Prodi kamu bisa lebih unggul dengan mengisi Tracer Study dan dapatkan hadiahnya!  Ikuti Tracer Study Fun Games secara online via  https://t.co/0BLYLerCSc dengan  https://t.co/N7nXgKnMOZ,0
telucareer,[FULL TIME] Telkom University  Rekrutmen Instruktur  Link pendaftaran :  https://t.co/zNdQHe8OMK  Waktu Pelaksanaan : Pendaftaran akan ditutup apabila kuota sudah penuh  Contact Person : 0813-1357-3685 (Urusan Rekrutasi dan Seleksi (SMS &amp; WA Only)  https://t.co/hdSHUoEzFS,0
telucareer,#telkomuniversity #creatingthefuture #TelUtizen #telkom #telkomsel #endowment #telugiving #worldclassuniversity #teluterbaik #seminarbisnis #ACupForEndowment #telkomuniversity #AlumniSharing #ChapterIndustry #BRILian,-1
telucareer,"alumni kebanggaan Telkom University sebagai narasumber yang akan berbagi pengalaman menariknya di perusahaan perbankan.  Yuk kita simak dan catat tanggal acaranya:⁣ 📅 Kamis, 12 Agustus 2021⁣ 🕛 13.00 - 15.00 WIB⁣ ⁣ Link registrasi :  https://t.co/kxc7t0ySkR ⁣",0
telucareer,"sekaligus tetap konsisten menjadi mitra utama bagi masyarakat Indonesia dalam mengembangkan perekonomiannya.  Direktorat Pengembangan Karir Alumni dan Endowment kembali mengadakan sharing Alumni Chapter Industry bersama Bank BRI dengan tema ""Life as Insan BRILiaN"" bersama",0
telucareer,"[Alumni Sharing Chapter Industry BRI ]  Bank Rakyat Indonesia (BRI) adalah salah satu bank milik pemerintah yang terbesar di Indonesia. Seiring dengan tumbuh kembangnya negeri ini, Bank BRI secara dinamis terus berinovasi untuk memenuhi segala bentuk kebutuhan layanan perbankan  https://t.co/N0qhaH9hvR",0
telucareer,"[ URGENTLY NEEDED! ] Moka Posisi : Front-End ENgineer  If you are a person who meets the qualifications, send a CV to noval.fajri@gojek.com  #jobvacancy #lowonganterbaru #loker #lowongan2021 #lowongankerja #infoloker #internship #jobfair #loker2021 #telucae #telkomuniversity  https://t.co/zHrSAey1e0",0
telucareer,[ FULL-TIME ]  EKSAD Saat ini membuka lowongan   Position : Java Developer  Kirimkan CV kamu ke alamat email : recruitment@eksad.com  #jobvacancy #lowonganterbaru #loker #lowongan2021 #lowongankerja #infoloker #internship #jobfair #loker2021 #telucae #telkomuniversity  https://t.co/fClp9dw86c,0
telucareer,[ BDV Internship Program ]  Posisi : Content Creator  Ketentuan : Kirim CV &amp; portofolio ke internship@bandungdigitalvalley.com dengan subject BDV Internship Program B3 2021  Tutup pendaftaran: 11 Agustus 2021   https://t.co/tTn2VWLjTk  #jobvacancy #lowonganterbaru #loker  https://t.co/8RkGpVGONe,0
telucareer,Instagram: @tel_u_career Website:  https://t.co/Vnh8Xkb8rR  #seminargratis #seminarkarir #seminaronline #telkomuniversity #creatingthefuture #TelUtizen #telkom #endowment #sinergibangunnegri #telugiving #worldclassuniversity #teluterbaik #telucareer #telucae,0
telucareer,"+6282118362845 (Admin). Ditunggu pendaftarannya ya gaess..  Regards, Tel-U CAE  Untuk info lebih lanjut hubungi: 022 7564108 ext. 2222 Email: cdc@telkomuniversity.ac.id  Follow dan kunjungi media sosial Tel-U Career lainnya! Twitter: @TelUCareer Facebook: Tel-U Career",0
telucareer,di masa depan. Psikotes ini dilaksanakan sebulan 2x setiap hari Selasa.  Segera daftarkan diri kalian di  https://t.co/yY4Rx4F8KR  Setelah mendaftar kalian akan dihubungi oleh admin kami perihal jadwal dan teknis pelaksanaan psikotes. Jika ada yang ingin ditanyakan silakan kontak,1
telucareer,"[Layanan Tes Online Pengembangan Karir]  Halo, #TelUTizen !  Direktorat Karir, Alumni, dan Endowment (CAE) Telkom University membuka Layanan Tes Online Pengembangan Karir bagi Mahasiswa &amp; Alumni Telkom University dengan tujuan mengenal potensi diri untuk menentukan arah karir  https://t.co/jUMDOOWgeS",0
telucareer,akan dihubungi.  Silahkan mention kawan kalian sebanyak-banyaknya ya!  #jobvacancy #lowonganterbaru #loker #lowongan2021 #lowongankerja #infoloker #internship #jobfair #loker2021 #telucae #telkomuniversity,0
telucareer,PT Tabel Data.    Persyaratannya minimal pendidikan D3 dan menguasai basic Java    Kirimkan CV kalian ke alamat email kiki.rizki@tabeldata.com atau bisa chat dulu ke nomer 0852-1868-0867 (WA Only). CV diterima paling akhir tanggal 14 Agustus 2021 dan hanya kandidat terpilih yang,0
telucareer,"[ Pelatihan Kerja Java Programmer dari PT Tabel Data Informatika ]  Kandidat terpilih akan mendapatkan pelatihan kerja Java Programmer secara GRATIS!!!  Yuk daftar, selain mendapat skill baru dan sertifikat pelatihan kandidat terpilih bisa mendapatkan tawaran pekerjaan juga di  https://t.co/xxJTHUorlV",0
telucareer,#telucae,-1
telucareer,Website:  https://t.co/Vnh8Xkb8rR  #careerpreparationclass #kelasonline #kelaskarir #seminargratis #seminarkarir #seminaronline #webinargratis #telkomuniversity #creatingthefuture #TelUtizen #endowment #sinergibangunnegri #telugiving #worldclassuniversity #teluterbaik #telucareer,0
telucareer,"Ditunggu kehadirannya ya guys!  Regards, Tel-U CAE  Untuk info lebih lanjut hubungi: 022 7564108 ext. 2222 Email: cdc@telkomuniversity.ac.id  Follow dan kunjungi media sosial Tel-U Career lainnya! Twitter: @TelUCareer Facebook: Tel-U Career Instagram: @tel_u_career",0
telucareer,"ilmu, kamu bakal dapet TAK, dan juga e-Certificate loh!  *E-Certificate akan diberikan kepada peserta yang mengikuti seminar hingga selesai (minimal mengikuti kegiatan seminar selama 60 menit)*  Jika ada yang ingin ditanyakan, silahkan kontak kak Admin di nomor 0821-1836-2845.",0
telucareer,"Tempat     : Zoom Meeting Waktu       : 09:00 - 11:00 WIB Registrasi  :  https://t.co/CDZ6rymRM6  *Lakukan registrasi untuk mendapatkan id zoom*  Yuk ajak teman - teman kamu yang lain. Bagi yang sudah mendaftar mohon hadir tepat waktu ya, dan kegiatan ini gratis. Selain dapet",0
telucareer,"[Mengelola Konflik dengan Efektif] Halo, #TelUTizen Direktorat Karir, Alumni dan Endowment (CAE) Telkom University akan mengadakan Career Preparation Class #10 dengan tema Mengelola Konflik dengan Efektif yang akan diselenggarakan pada:  Tanggal    : Jumat, 13 Agustus 2021  https://t.co/CZXpW1s0d0",0
telucareer,[LOWONGAN KERJA] List perusahaan yang sedang mencari : ⤵️ 🔸 OS Selnajaya 🔸 PT Vivo Mobile Indonesia 🔸 PT ITSEC ASIA  Apply :  https://t.co/Vnh8Xkb8rR  #jobvacancy #lowonganterbaru #loker #lowongan2021 #lowongankerja #infoloker #lowonganmagang #internship #jobfair  https://t.co/W5ZtdDoaiy,0
telucareer,Calling all students and young professionals who are interested in being part of #FIFAArabCup2021 and #FIFAWorldCup2022 in Qatar! For more detail info please contact @brightinternships  https://t.co/B3dxZsJS7h,0
telucareer,#lowongankerjajakarta #telucae #telkomuniversity #applycdctelu  https://t.co/1ThiKfGf09,-1
telucareer,[LOWONGAN KERJA] List perusahaan yang sedang mencari : ⤵️ 🔸 PT Huawei Tech Investment 🔸 Qwork Malaysia  Apply :  https://t.co/Vnh8Xkb8rR  #jobvacancy #lowonganterbaru #loker #lowongan2021 #lowongankerja #infoloker #lowonganmagang #internship #jobfair #lowongankerjabandung  https://t.co/tKgCugNvV6,0
telucareer,to your email. So ensure you check your email before the event started!  #jobvacancy #lowonganterbaru #loker #lowongan2021 #lowongankerja #infoloker #lowonganmagang #internship #jobfair #lowongankerjabandung #lowongankerjajakarta #telucae #telkomuniversity #vivovacancy,0
telucareer,"Media    :     Google Meet Register :  https://t.co/ePz7FIvQ8a  Open Vacancies : 1. Assistant Field Test Engineer 2. Assistant Software Test Engineer 3. Senior Third Party Application Test Engineer  After registration, we will send you the confirmation along with the meeting code",0
telucareer,"Virtual Campus Hiring - ""Excel Your Tech Career with vivo!"" Hello! Thank you so much for your interest participate our virtual campus hiring ""Excel Your Tech Career with vivo!""  Event Details: Date       :     Friday, 06 August 2021 Time      :     14:00 - Finish  https://t.co/3U0zOK4X80",0
telucareer,#lowongankerja #infoloker #internship #jobfair #loker2021 #telucae #telkomuniversity,-1
telucareer,[FULL TIME] Telkomsigma  Position : - Business Analyst/System Analyst - Data Engineer - Mobile Developer - Frontend Developer - Backend Developer  Send your CV to: recruitment@sigma.co.id Subject : TELE_DBS_(posisi yg dilamar)  #jobvacancy #lowonganterbaru #loker #lowongan2021  https://t.co/oXA3nkeuAy,0
telucareer,.⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣ #telkomuniversity #creatingthefuture #TelUtizen #telkom #telkomsel #endowment #telugiving #worldclassuniversity #teluterbaik #seminarbisnis #ACupForEndowment #telkomuniversity #AlumniSharing,-1
telucareer,FREE E-CERTIFICATE  Jangan sampai ketinggalan ya TelUtizen! 😃 .⁣⁣ .⁣⁣ Ikuti terus info selengkapnya melalui akun sosial media⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣ @telkomuniversity @alumniendowment_univtelkom @tel_u_career @telu.coffee @fast4indonesia⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣,0
telucareer,"kebanggaan Telkom University sebagai narasumber yang akan berbagi pengalaman menariknya tentang bisnis yang sedang mereka jalani.  Yuk kita simak dan catat tanggal acaranya:⁣ 📅 Kamis, 5 Agustus 2021⁣ 🕛 13.00 - 15.00 WIB⁣ ⁣ Link registrasi :  https://t.co/Iygz0Uz8h7 ⁣",0
telucareer,"baru.  Lalu bagaimana strategi bisnis yang tepat untuk usaha kuliner di masa pandemi seperti sekarang ini?  Direktorat Pengembangan Karir Alumni dan Endowment kembali mengadakan sharing Alumni Entrepreneur 8.0 dengan tema ""Pivot Strategy F&amp;B Business on Pandemic"" bersama alumni",0
telucareer,"[Alumni Sharing Entrepreneur 8.0 ]  Banyak pengusaha yang harus berjuang secara ekstra akibat pandemi Covid-19, termasuk pengusaha di bidang Food &amp; Beverages (kuliner). Agar dapat bertahan dengan usahanya, pemilik harus pintar dan gesit menerapkan dan mengimplementasikan strateg  https://t.co/gRqtDUUGjj",0
telucareer,[LOWONGAN KERJA] List perusahaan yang sedang mencari : ⤵️ 🔸 PT Mega Giga Solusindo 🔸 PT Citius Solusi Indonesia 🔸 PT Sasana Solusi Digital  Apply :  https://t.co/Vnh8Xkb8rR  #jobvacancy #lowonganterbaru #loker #lowongan2021 #lowongankerja #infoloker #lowonganmagang #internship  https://t.co/J0rQAvyWCD,0
telucareer,[LOWONGAN KERJA] List perusahaan yang sedang mencari : ⤵️ 🔸 PT Midas Daya Teknologi 🔸 PT Sharing Vision Indonesia  Apply :  https://t.co/Vnh8Xkb8rR  #jobvacancy #lowonganterbaru #loker #lowongan2021 #lowongankerja #infoloker #lowonganmagang #internship #jobfair  https://t.co/4RyIMY2Mtz,0
telucareer,#lowongankerjajakarta #telucae #telkomuniversity,-1
telucareer,[FULL TIME] Dir. Pusat Teknologi Informasi  Position : - Front End Developer - Back End Developer  Submit lamaran ke :  https://t.co/20xdSIlWdk  #jobvacancy #lowonganterbaru #loker #lowongan2021 #lowongankerja #infoloker #lowonganmagang #internship #jobfair #lowongankerjabandung  https://t.co/KWoqzrZB44,0
telucareer,#creatingthefuture #TelUtizen #endowment #sinergibangunnegri #telugiving #worldclassuniversity #teluterbaik #telucae #telucareer,-1
telucareer,Email: cdc@telkomuniversity.ac.id  Follow dan kunjungi media sosial Tel-U Career lainnya! Twitter: @TelUCareer Facebook: Tel-U Career Instagram: @tel_u_career Website:  https://t.co/Vnh8Xkb8rR  #konselinggratis #konselingkarir #konselingonline #seminarkarir #seminaronline,0
telucareer,"Bagi yang sudah mendaftar mohon hadir tepat waktu ya, dan kegiatan ini gratis.  Jika ada yang ingin ditanyakan, silahkan kontak Admin di nomor 0821-1836-2845. Ditunggu kehadirannya ya guys!  Regards, Tel-U CAE  Untuk info lebih lanjut hubungi: 022 7564108 ext. 2222",0
telucareer,Tempat     : Zoom Meeting Waktu       : 13:00 - 15:00 WIB Registrasi  :  https://t.co/CMeE7QjnBF  **Lakukan registrasi untuk mendapatkan id zoom**  Layanan ini khusus Mahasiswa dan Alumni Telkom University. Yuk ajak teman - teman kamu yang lain. Bagi yang sudah mendaftar mohon,0
telucareer,"[Cara Mengelola Emosi Negative] Halo, #TelUTizen Direktorat Karir, Alumni dan Endowment (CAE) Telkom University akan mengadakan *Konseling Karir Kelompok Online dengan tema Cara Mengelola Emosi Negative* yang akan diselenggarakan pada:  Tanggal    : Kamis, 05-08-2021  https://t.co/sSObfGuyNq",0
telucareer,"Introducing Amazon Consumer Business 13 August 2021, 1 P.M. (GMT+8)  RSVP Now :  https://t.co/xmDfnys3CV Learn more about interviewing at Amazon.  Amazon is an equal opportunity employer  #amazon #telkomuniversity #telucae",0
telucareer,secara berkala.  Sekian &amp; Terima kasih!,1
telucareer,"Halo TelUTizen, Pra-Tracer untuk pendaftaran Wisuda telah dibuka, silahkan akses di iGracias masing-masing.  Apabila ada kendala, silahkan akses link :  https://t.co/8RCoYo8xtc atau scan Qr code pada poster.  Update perbaikan di  https://t.co/ifUqE2lSBe Mohon cek 1x24 jam  https://t.co/0rEsBjsSMZ",0
telucareer,#pmmb #pmmb2021 #forumhumancapitalindonesia #FHCI #jobvacancy #lowonganterbaru #loker #lowongan2021 #lowongankerja #infoloker #internship #jobfair #loker2021 #telucae #telkomuniversity,-1
telucareer,PROGRAM MAGANG MAHASISWA BERSERTIFIKAT (PMMB)  PMMB FHCI 2021 BATCH 2 SUDAH DIBUKA !!!!  Pendaftaran sampai 30 JULI 2021 Pukul 23.59 WIB  Link pendaftaran  https://t.co/i9IrenTdoj  Jangan sampai ketinggalan ya!  https://t.co/hvW5A5XqAl,0
telucareer,#jobvacancy #lowonganterbaru #loker #lowongan2021 #lowongankerja #infoloker #lowonganmagang #internship #jobfair #lowongankerjabandung #lowongankerjajakarta #telucae #telkomuniversity #applycdctelu  https://t.co/QNIruBhoWP,-1
telucareer,[LOWONGAN KERJA] List perusahaan yang sedang mencari : ⤵️ 🔸 OS Selnajaya 🔸 PT Sariguna Primatirta Tbk (Tanobel Food) 🔸 PT. Dmg Investment Services 🔸 PT Xtremax Teknologi Indonesia 🔸 PT Ciheul Teknologi Indonesia 🔸 PT Tabel Data Informatika  Apply :  https://t.co/Vnh8Xkb8rR  https://t.co/F0jWomFYaQ,0
telucareer,#lowongankerjapraktek #lowongankp #jobvacancy #lowonganterbaru #loker #lowongan2021 #lowongankerja #infoloker #lowonganmagang #internship #jobfair #lowongankerjabandung #lowongankerjajakarta #telucae #telkomuniversity #applycdctelu,-1
telucareer,"dengan baik, serta teliti juga detail.  Periode : Agustus-Oktober 2021  Apply :  https://t.co/lGW2rb3yPZ Deadline : Jumat 30 Juli 2021  Follow dan kunjungi media sosial Tel-U Career lainnya! Twitter: @TelUCareer Facebook: Tel-U Career Instagram: @tel_u_career",0
telucareer,"[ Lowongan Kerja Praktek ] Join Tel-U CAE Team!  Tel-U CAE membuka kesempatan untuk kamu bergabung dengan Tim Tel-U CAE. Sebagai Tim Surveyor bertugas melakukan survey pada Alumni.  Lowongan ini dibuka untuk Mahasiswa S1 dari semua jurusan yang mampu berkomunikasi dengan baik,  https://t.co/laXgMc0kRo",0
telucareer,#jobvacancy #lowonganterbaru #loker #lowongan2021 #lowongankerja #infoloker #lowonganmagang #internship #jobfair #lowongankerjabandung #lowongankerjajakarta #telucae #telkomuniversity #applycdctelu\,-1
telucareer,[LOWONGAN KERJA] List perusahaan yang sedang mencari : ⤵️  🔸 PT. Dmg Investment Services 🔸 PT Xtremax Teknologi Indonesia 🔸 PT Ciheul Teknologi Indonesia  Apply :  https://t.co/Vnh8Xkb8rR  https://t.co/N9potDUnsG,0
telucareer,melalui  https://t.co/TtO7Twx5jg.   Periode pengisian lamaran online mulai tanggal 24 sampai dengan 29 Juli 2021.  #PCPMBI #RekrutmenBankIndonesia #BankIndonesia #diSetiapMaknaIndonesia #telucae #telkomuniversity,0
telucareer,REKRUTMEN PCPM ANGKATAN 36 BERSAMA MEMBANGUN STABILITAS PEREKONOMIAN NEGARA  Bank Indonesia kembali membuka Seleksi Penerimaan Pendidikan Calon Pegawai Muda (PCPM) Bank Indonesia Angkatan 36. Informasi mengenai persyaratan rekrutmen dan tata cara pengisian lamaran dapat diakses  https://t.co/9DDn6pdn3T,0
telucareer,https://t.co/hQsST2WMrB,-1
telucareer,https://t.co/bnJSOiOOIT,-1
telucareer,#LLDIKTIWilayah4 #HARMONILLDIKTI4,-1
telucareer,"PENGADAAN CPNS KEMENDIKBUDRISTEK T.A 2021 Lembaga Layanan Pendidikan Tinggi Wilayah IV  Pendaftran : 30 Juni s.d. 26 Juli 2021  Informasi lengkap jumlah alokasi kebutuhan khusus masing-masing formasi, dapat dilihat pada laman :  https://t.co/0ESDo3mhth  https://t.co/p2mP1ydeEW  https://t.co/unqfAkVWkK",0
telucareer,[LOWONGAN KERJA] List perusahaan yang sedang mencari : ⤵️  🔸 PT Midas Daya Teknologi 🔸 OS Selnajaya 🔸 PT Sariguna Primatirta Tbk (Tanobel Food)  Apply :  https://t.co/Vnh8Xkb8rR  #jobvacancy #lowonganterbaru #loker #lowongan2021 #lowongankerja #infoloker  https://t.co/ey9xEEPaOD,0
telucareer,More info :  https://t.co/ozgFKAb8CW / @rumahstartup  #jobvacancy #lowonganterbaru #loker #lowongan2021 #lowongankerja #infoloker #internship #jobfair #loker2021 #telucae #telkomuniversity,0
telucareer,#careerpreparationclass #kelasonline #kelaskarir #seminargratis #seminarkarir #seminaronline #webinargratis #telkomuniversity #creatingthefuture #TelUtizen #endowment #sinergibangunnegri #telugiving #worldclassuniversity #teluterbaik #telucareer #telucae,-1
telucareer,"dan juga e-Certificate loh!  *E-Certificate akan diberikan kepada peserta yang mengikuti seminar hingga selesai (minimal mengikuti kegiatan seminar selama 60 menit)*  Jika ada yang ingin ditanyakan, silahkan kontak kak Admin di nomor 0821-1836-2845. Ditunggu kehadirannya ya guys!",1
telucareer,"Waktu       : 13:00 - 15:00 WIB Registrasi  :  https://t.co/ACc2CGPGV6  *Lakukan registrasi untuk mendapatkan id zoom*  Yuk ajak teman - teman kamu yang lain. Bagi yang sudah mendaftar mohon hadir tepat waktu ya, dan kegiatan ini gratis. Selain dapet ilmu, kamu bakal dapet TAK,",0
telucareer,"[Self Growth] Halo, #TelUTizen Direktorat Karir, Alumni dan Endowment (CAE) Telkom University akan mengadakan Career Preparation Class #9 dengan tema Self Growth yang akan diselenggarakan pada:  Tanggal    : Kamis, 29 Juli 2021 Tempat     : Zoom Meeting  https://t.co/q0NetuvjzX",0
telucareer,[LOWONGAN KERJA] List perusahaan yang sedang mencari : ⤵️  🔸 PT Sharing Vision Indonesia 🔸 PT Xtremax Teknologi Indonesia  Apply :  https://t.co/Vnh8Xkb8rR  #jobvacancy #lowonganterbaru #loker #lowongan2021 #lowongankerja #infoloker #lowonganmagang #internship #jobfair  https://t.co/Yjs1I3Zay0,0
telucareer,https://t.co/6K3b9BdjsW,-1
telucareer,#lowongan2021 #lowongankerja #infoloker #internship #jobfair #loker2021 #telucae #telkomuniversity #lokerit #lokerengineering  https://t.co/Ldbxy9VQhu,-1
telucareer,[ FULL TIME ] Telkom DXB Tribe MyIndihomeX  We are looking for.. - Backend Developers - Web Developers - Mobile Developers (iOS) - Software Documentation Engineer - Software Quality Assurance Engineer  Apply to :  https://t.co/hA7MWzEKbY  #jobvacancy #lowonganterbaru #loker  https://t.co/CNiB3Eb13M,0
telucareer,[LOWONGAN KERJA] List perusahaan yang sedang mencari : ⤵️  🔸 IDX Consulting 🔸 PT Indonesia Epson Industry  Apply :  https://t.co/Vnh8Xkb8rR  #jobvacancy #lowonganterbaru #loker #lowongan2021 #lowongankerja #infoloker #lowonganmagang #internship #jobfair #lowongankerjabandung  https://t.co/4kGQvJamJs,0
telucareer,"[FULL TIME] Manufacturer in Automotive  Position : Engineering Staff Locaton : Jakarta  Send your latest CV to my email : angga.januar@os-selnajaya.com  Subject : ENGINEERING STAFF Deadline : July 27, 2021  #jobvacancy #lowonganterbaru #loker #lowongan2021 #lowongankerja  https://t.co/cxy7xbO05S",0
telucareer,#telkom #telkomsel #endowment #telugiving #worldclassuniversity #teluterbaik #seminarbisnis #ACupForEndowment #telkomuniversity #AlumniSharing #DGroupBisnis #Inagri,-1
telucareer,Ikuti terus info selengkapnya melalui akun sosial media⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣ @telkomuniversity @alumniendowment_univtelkom @tel_u_career @telu.coffee @fast4indonesia⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣ .⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣ #telkomuniversity #creatingthefuture #TelUtizen,0
telucareer,"Yuk kita simak dan catat tanggal acaranya:⁣ 📅 Kamis, 22 Juli 2021⁣ 🕛 13.00 - 15.00 WIB⁣ ⁣ Link registrasi :  https://t.co/YeAS3mvtoH ⁣ FREE E-CERTIFICATE  Jangan sampai ketinggalan ya TelUtizen! 😃 .⁣⁣ .⁣⁣",0
telucareer,"Generasi Enterpreneur di Era 2021"" bersama PT DGroup Bisnis Solusindo dan Inagri merupakan bisnis yang saat ini sedang dijalani oleh beberapa alumni kebanggaan Telkom University sebagai narasumber yang akan berbagi pengalaman menariknya tentang bisnis digital.",0
telucareer,"virtual, tanpa batasan ruang dan waktu. Hal tersebut tentu dapat dinilai lebih fleksibel untuk digunakan dalam kehidupan sehari-hari.  Direktorat Pengembangan Karir Alumni dan Endowment kembali mengadakan sharing Alumni Entrepreneur 7.0 dengan tema ""Saatnya Menjadi",1
telucareer,[Alumni Sharing Entrepreneur 7.0 ]  Pandemi Covid-19 telah menciptakan suatu kebiasaan baru sehingga masyarakat diharuskan untuk menerima era digital lebih cepat. Bisnis digital merupakan wadah yang tepat untuk mempermudah akses jangkauan antara pembeli dan penjual secara  https://t.co/eRx1x3hLMT,0
telucareer,"server with SQL/PL-SQL programing (1,2,3) 5. Excellent in English – verbal and written (1,2,3) 6. Good knowledge of Banking Industry Solution (1,2,3)  You may send your cv to;  annisa@hitachi-ebworx.com  rahmawulan@hitachi-ebworx.com",0
telucareer,"1. Bachelor Degree from Computer Science/Software Engineer (1,2,3) 2. Experience 0-3 years as Java programmer (1) 3. Experience more than 3 years as similar position (2&amp;3) 4. Having good knowledge in Java, IBM Web Sphere Application server/ Oracle WebLogic, Oracle Database",0
telucareer,eBworx is today present in 5 countries with over 800 staff.  Here We are Open Opportunity for:   Position: 1. Java Programmer (Junior &amp; Senior Level) 2. Java Technical Leader 3. IT Development Manager  Requirement:,0
telucareer,"[FULL TIME] Hitachi eBworx is a leading regional consulting and technology solutions firm, focused in delivering high performance solutions to the banking and insurance industry. Beginning in 1998 with a vision to be a leading global financial solutions provider, Hitachi  https://t.co/H4G2fmatHo",0
telucareer,#lowongan2021 #lowongankerja #infoloker #lowonganmagang #internship #jobfair #lowongankerjabandung #lowongankerjajakarta #telucae #telkomuniversity #applycdctelu  https://t.co/zG6cE8VrNb,-1
telucareer,[LOWONGAN KERJA] List perusahaan yang sedang mencari : ⤵️  🔸 PT Solusi Konvergen Indonesia 🔸 PT Nuansa Cerah Informasi 🔸 PT Mega Giga Solusindo 🔸 PT Midas Daya Teknologi 🔸 PT Toyota Astra Motor  Apply :  https://t.co/Vnh8Xkb8rR  #jobvacancy #lowonganterbaru #loker  https://t.co/aXOLklIKKm,0
